close_time,symbol,side,strategy,reason,entry_price,exit_price,amount,pnl,pnl_pct,balance,entry_time,adx,rsi,atr_pct,ema50_dist_pct,ema200_dist_pct,btc_corr_4c,volume_ratio,side_int,hold_hours,funding_rate,oi_change_pct,hour_of_day,day_of_week,fear_greed,btc_dominance,market_regime,bb_position,macd_hist_norm,consec_candles,news_sentiment
2025-06-20T16:00:00+00:00,ETH/USDT,LONG,V12_Original_4H,SL,2521.12,2448.745705,143.9103,-4.1313,-2.8707,740.13,2025-06-19T20:00:00+00:00,29.45,47.0,0.01914,-1.459,0.436,0.4603,0.452,1,20.0,0.0,0.0,0.87,0.5,50.0,55.0,0.0,0.5789,-1,2.0,0.0
2025-06-20T16:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,TP,0.17092,0.161781,107.9327,5.7712,5.347,853.83,2025-06-19T20:00:00+00:00,38.17,46.94,0.02139,-2.86,-11.265,0.4603,0.451,-1,20.0,0.0,0.0,0.87,0.5,50.0,55.0,0.0,0.4896,-1,2.0,0.0
2025-06-20T16:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,TP,145.44,137.738346,80.9495,4.2866,5.2954,939.07,2025-06-20T00:00:00+00:00,30.66,43.65,0.02118,-2.91,-6.896,0.4561,0.493,-1,16.0,0.0,0.0,0.0,0.667,50.0,55.0,-1.0,0.6868,-1,-1.0,0.0
2025-06-21T00:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,TIMEOUT,0.792,0.775,107.3163,2.3035,2.1465,1048.69,2025-06-19T04:00:00+00:00,37.2,43.0,0.0431,-6.855,-12.234,0.4462,0.661,-1,44.0,0.0,0.0,0.174,0.5,50.0,55.0,-1.0,0.6447,-1,-1.0,0.0
2025-06-21T20:00:00+00:00,ETH/USDT,LONG,V12_Original_4H,SL,2425.59,2348.027087,262.1714,-8.3834,-3.1977,843.67,2025-06-21T00:00:00+00:00,31.68,36.76,0.02132,-4.626,-3.398,0.4078,0.543,1,20.0,0.0,0.0,0.0,0.833,50.0,55.0,-1.0,0.9721,-1,1.0,0.0
2025-06-21T20:00:00+00:00,BTC/USDT,LONG,V12_Original_4H,SL,103458.5,101888.066262,196.6286,-2.9847,-1.5179,1037.32,2025-06-21T04:00:00+00:00,25.23,40.57,0.01012,-1.689,-1.252,0.4057,0.348,1,16.0,0.0,0.0,0.174,0.833,50.0,55.0,-1.0,0.8423,-1,-1.0,0.0
2025-06-23T16:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,SL,133.43,138.874286,145.8728,-5.952,-4.0803,386.08,2025-06-23T12:00:00+00:00,53.41,38.13,0.0272,-6.427,-13.891,0.43,1.566,-1,4.0,0.0,0.0,0.522,0.0,50.0,55.0,-1.0,0.6651,-1,-2.0,0.0
2025-06-23T16:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,SL,0.698,0.74205,82.0534,-5.1783,-6.3109,462.96,2025-06-23T12:00:00+00:00,47.1,39.58,0.04207,-10.058,-22.286,0.43,1.839,-1,4.0,0.0,0.0,0.522,0.0,50.0,55.0,-1.0,0.6388,-1,1.0,0.0
2025-06-23T20:00:00+00:00,AVAX/USDT,SHORT,V12_Original_4H,SL,16.87,17.590625,259.3294,-11.0776,-4.2716,443.56,2025-06-23T08:00:00+00:00,59.65,42.85,0.02848,-6.26,-18.562,0.4219,0.7,-1,12.0,0.0,0.0,0.348,0.0,50.0,55.0,-1.0,0.5831,-1,-1.0,0.0
2025-06-23T20:00:00+00:00,BTC/USDT,SHORT,V12_Original_4H,SL,101420.7,103491.73571,194.4971,-3.9717,-2.042,634.09,2025-06-23T12:00:00+00:00,35.61,43.0,0.01361,-2.203,-2.89,0.43,1.352,-1,8.0,0.0,0.0,0.522,0.0,50.0,55.0,-1.0,0.6421,-1,1.0,0.0
2025-06-23T20:00:00+00:00,NEAR/USDT,SHORT,V12_Original_4H,SL,1.934,2.027115,109.4046,-5.2674,-4.8147,738.22,2025-06-23T12:00:00+00:00,56.11,38.45,0.0321,-8.368,-22.604,0.43,2.474,-1,8.0,0.0,0.0,0.522,0.0,50.0,55.0,-1.0,0.6413,-1,1.0,0.0
2025-06-23T20:00:00+00:00,ETH/USDT,SHORT,V12_Original_4H,SL,2312.77,2412.596829,115.7391,-4.9957,-4.3163,848.97,2025-06-23T16:00:00+00:00,52.65,45.07,0.02878,-4.519,-7.046,0.5247,1.868,-1,4.0,0.0,0.0,0.696,0.0,50.0,55.0,0.0,0.521,-1,1.0,0.0
2025-06-23T20:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,SL,139.79,145.872908,86.8043,-3.7773,-4.3515,931.99,2025-06-23T16:00:00+00:00,51.42,53.4,0.02901,-1.523,-8.622,0.5247,2.109,-1,4.0,0.0,0.0,0.696,0.0,50.0,55.0,0.0,0.2967,-1,1.0,0.0
2025-06-23T20:00:00+00:00,LINK/USDT,SHORT,V12_Original_4H,SL,12.15,12.715093,65.1032,-3.0279,-4.651,994.07,2025-06-23T16:00:00+00:00,52.48,47.81,0.03101,-3.983,-13.408,0.5247,1.87,-1,4.0,0.0,0.0,0.696,0.0,50.0,55.0,0.0,0.4748,-1,1.0,0.0
2025-06-24T16:00:00+00:00,LINK/USDT,SHORT,V12_Original_4H,SL,12.82,13.4358,104.8433,-5.0361,-4.8034,276.73,2025-06-23T20:00:00+00:00,49.4,59.82,0.03202,1.394,-7.407,0.6115,1.59,-1,20.0,0.0,0.0,0.87,0.0,50.0,55.0,1.0,0.1076,-1,2.0,0.0
2025-06-25T12:00:00+00:00,BTC/USDT,SHORT,V12_Original_4H,SL,105333.93,107828.691735,248.5174,-5.886,-2.3684,450.18,2025-06-23T20:00:00+00:00,33.02,61.15,0.01579,1.549,0.934,0.6115,2.08,-1,40.0,0.0,0.0,0.87,0.0,50.0,55.0,1.0,0.0187,-1,3.0,0.0
2025-06-25T16:00:00+00:00,ETH/USDT,SHORT,V12_Original_4H,TIMEOUT,2411.66,2432.79,186.3881,-1.6331,-0.8762,522.39,2025-06-23T20:00:00+00:00,50.12,56.91,0.02962,-0.224,-2.63,0.6115,1.621,-1,44.0,0.0,0.0,0.87,0.0,50.0,55.0,0.0,0.2367,-1,2.0,0.0
2025-06-25T16:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,TIMEOUT,144.51,144.74,139.7911,-0.2225,-0.1592,661.96,2025-06-23T20:00:00+00:00,47.96,61.07,0.02987,1.723,-5.024,0.6115,1.774,-1,44.0,0.0,0.0,0.87,0.0,50.0,55.0,1.0,0.0416,-1,2.0,0.0
2025-06-25T16:00:00+00:00,AVAX/USDT,SHORT,V12_Original_4H,TIMEOUT,18.06,17.73,78.6325,1.4368,1.8272,742.03,2025-06-23T20:00:00+00:00,54.08,60.9,0.03081,1.077,-10.321,0.6115,2.181,-1,44.0,0.0,0.0,0.87,0.0,50.0,55.0,1.0,-0.0072,-1,2.0,0.0
2025-06-25T16:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,TIMEOUT,0.16376,0.16601,58.9744,-0.8103,-1.374,800.19,2025-06-23T20:00:00+00:00,57.42,57.14,0.03106,-0.399,-11.972,0.6115,1.273,-1,44.0,0.0,0.0,0.87,0.0,50.0,55.0,0.0,0.1653,-1,3.0,0.0
2025-06-26T00:00:00+00:00,ETH/USDT,SHORT,V12_Original_4H,SL,2432.79,2516.015462,200.0478,-6.8436,-3.421,446.39,2025-06-25T16:00:00+00:00,27.91,56.59,0.02281,0.511,-1.527,0.7005,0.561,-1,8.0,0.0,0.0,0.696,0.333,50.0,55.0,1.0,0.2889,0.1722,1.0,0.0
2025-06-26T12:00:00+00:00,LINK/USDT,SHORT,V12_Original_4H,TIMEOUT,13.35,13.12,69.1826,1.1919,1.7228,405.17,2025-06-24T16:00:00+00:00,37.13,67.16,0.02997,4.581,-2.924,0.6198,0.887,-1,44.0,0.0,0.0,0.696,0.167,50.0,55.0,1.0,0.0739,-1,-1.0,0.0
2025-06-27T08:00:00+00:00,XRP/USDT,SHORT,V12_Original_4H,TIMEOUT,2.1815,2.0909,112.5448,4.6741,4.1531,522.39,2025-06-25T12:00:00+00:00,25.53,59.14,0.02036,2.083,-0.673,0.6703,1.198,-1,44.0,0.0,0.0,0.522,0.333,50.0,55.0,1.0,0.2883,1,-1.0,0.0
2025-06-27T12:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,TIMEOUT,144.74,143.47,150.0359,1.3165,0.8774,673.74,2025-06-25T16:00:00+00:00,28.12,56.46,0.02411,1.178,-4.357,0.7005,0.558,-1,44.0,0.0,0.0,0.696,0.333,50.0,55.0,1.0,0.3162,1,1.0,0.0
2025-06-27T12:00:00+00:00,AVAX/USDT,SHORT,V12_Original_4H,TIMEOUT,17.73,17.54,112.5269,1.2059,1.0716,787.47,2025-06-25T16:00:00+00:00,27.75,51.02,0.02497,-1.03,-11.25,0.7005,0.524,-1,44.0,0.0,0.0,0.696,0.333,50.0,55.0,0.0,0.4107,1,1.0,0.0
2025-06-27T12:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,TIMEOUT,0.16601,0.1611,84.3952,2.4961,2.9577,874.36,2025-06-25T16:00:00+00:00,28.79,58.29,0.02486,0.934,-9.269,0.7005,0.659,-1,44.0,0.0,0.0,0.696,0.333,50.0,55.0,1.0,0.2536,1,1.0,0.0
2025-06-27T20:00:00+00:00,BTC/USDT,SHORT,V12_Original_4H,TIMEOUT,107853.79,107047.59,111.5974,0.8342,0.7475,986.79,2025-06-26T00:00:00+00:00,25.27,68.51,0.01152,2.813,3.023,0.6851,0.582,-1,44.0,0.0,0.0,0.0,0.5,50.0,55.0,1.0,0.1837,1,1.0,0.0
2025-06-29T20:00:00+00:00,PEPE/USDT,SHORT,V12_Original_4H,SL,9e-06,1e-05,246.6984,-10.5652,-4.2826,791.2,2025-06-28T08:00:00+00:00,26.57,47.97,0.02855,-2.883,-14.838,0.5862,0.624,-1,36.0,0.0,0.0,0.348,0.833,50.0,55.0,0.0,0.5497,-0.0011,4.0,0.0
2025-06-29T20:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,SL,0.832,0.874733,185.0238,-9.5031,-5.1362,966.73,2025-06-29T12:00:00+00:00,25.67,61.56,0.03424,4.289,-0.904,0.5801,1.833,-1,8.0,0.0,0.0,0.522,1.0,50.0,55.0,1.0,0.1135,1,3.0,0.0
2025-06-30T12:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,SL,153.32,157.586208,241.6814,-6.7249,-2.7826,642.79,2025-06-29T20:00:00+00:00,25.25,68.51,0.01855,5.129,2.193,0.6159,1.696,-1,16.0,0.0,0.0,0.87,1.0,50.0,55.0,1.0,0.1131,1,2.0,0.0
2025-07-01T04:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,TP,157.83,149.671814,160.6984,8.3065,5.169,530.58,2025-06-30T12:00:00+00:00,28.39,71.28,0.02068,7.157,4.92,0.5315,3.295,-1,16.0,0.0,0.0,0.522,0.0,50.0,55.0,1.0,-0.0346,1,1.0,0.0
2025-07-01T08:00:00+00:00,SUI/USDT,SHORT,V12_Original_4H,TP,2.8997,2.729362,181.261,10.6479,5.8743,589.84,2025-06-29T20:00:00+00:00,25.9,67.6,0.0235,5.16,-3.392,0.6159,1.686,-1,36.0,0.0,0.0,0.87,1.0,50.0,55.0,1.0,-0.022,1,1.0,0.0
2025-07-01T16:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,TP,0.87,0.790592,135.9458,12.4082,9.1273,738.2,2025-06-29T20:00:00+00:00,29.73,70.27,0.03651,7.974,3.475,0.6159,2.511,-1,44.0,0.0,0.0,0.87,1.0,50.0,55.0,1.0,-0.0524,1,5.0,0.0
2025-07-02T04:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,SL,150.07,149.91993,132.6441,0.1326,0.1,870.97,2025-07-01T04:00:00+00:00,30.65,50.59,0.02225,1.618,-0.102,0.4893,1.333,-1,24.0,0.0,0.0,0.174,0.167,50.0,55.0,0.0,0.5695,1,-4.0,0.0
2025-07-02T16:00:00+00:00,XRP/USDT,SHORT,V12_Original_4H,SL,2.2373,2.235063,120.5238,0.1205,0.1,991.62,2025-07-01T00:00:00+00:00,26.57,57.75,0.01751,2.915,2.083,0.4907,1.253,-1,40.0,0.0,0.0,0.0,0.167,50.0,55.0,1.0,0.2219,1,1.0,0.0
2025-07-03T04:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,SL,0.896,0.946638,247.9041,-14.0105,-5.6516,977.61,2025-07-02T16:00:00+00:00,25.31,66.07,0.03768,8.858,6.36,0.6814,3.347,-1,12.0,0.0,0.0,0.696,0.333,50.0,55.0,1.0,0.0765,1,5.0,0.0
2025-07-04T00:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,SL,0.931,0.930069,137.4758,0.1375,0.1,311.61,2025-07-03T04:00:00+00:00,30.44,71.0,0.03786,11.037,9.626,0.6246,2.252,-1,20.0,0.0,0.0,0.174,0.5,50.0,55.0,1.0,0.0474,1,8.0,0.0
2025-07-04T12:00:00+00:00,PEPE/USDT,SHORT,V12_Original_4H,TP,1e-05,1e-05,103.1069,7.7555,7.5218,344.57,2025-07-03T08:00:00+00:00,25.03,63.5,0.03009,6.367,-0.857,0.6414,1.622,-1,28.0,0.0,0.0,0.348,0.5,50.0,55.0,1.0,0.0883,0.0008,-1.0,0.0
2025-07-04T16:00:00+00:00,SUI/USDT,SHORT,V12_Original_4H,TP,3.0311,2.843243,183.3011,11.3604,6.1977,453.09,2025-07-03T04:00:00+00:00,25.27,69.4,0.02479,8.303,2.295,0.6246,2.28,-1,36.0,0.0,0.0,0.174,0.5,50.0,55.0,1.0,-0.1399,1,1.0,0.0
2025-07-04T16:00:00+00:00,ETH/USDT,SHORT,V12_Original_4H,TP,2586.02,2474.523679,57.9976,2.5006,4.3115,513.58,2025-07-03T16:00:00+00:00,25.56,63.21,0.01725,4.134,4.438,0.6361,0.737,-1,24.0,0.0,0.0,0.696,0.5,50.0,55.0,1.0,0.1938,1,1.0,0.0
2025-07-05T00:00:00+00:00,XRP/USDT,SHORT,V12_Original_4H,TIMEOUT,2.2788,2.2256,244.4014,5.7057,2.3346,635.3,2025-07-03T04:00:00+00:00,26.26,61.62,0.01707,3.944,3.758,0.6246,1.03,-1,44.0,0.0,0.0,0.174,0.5,50.0,55.0,1.0,0.1015,1,2.0,0.0
2025-07-05T08:00:00+00:00,NEAR/USDT,SHORT,V12_Original_4H,TIMEOUT,2.254,2.134,77.3301,4.117,5.3239,716.74,2025-07-03T12:00:00+00:00,25.64,58.06,0.02787,4.438,-0.698,0.5989,2.251,-1,44.0,0.0,0.0,0.522,0.5,50.0,55.0,1.0,0.227,1,-2.0,0.0
2025-07-05T20:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,TIMEOUT,0.5937,0.5755,77.9015,2.3881,3.0655,797.03,2025-07-04T00:00:00+00:00,25.49,57.17,0.02267,3.194,-3.705,0.5847,0.55,-1,44.0,0.0,0.0,0.0,0.667,50.0,55.0,1.0,0.2805,1,-1.0,0.0
2025-07-06T08:00:00+00:00,WIF/USDT,SHORT,V12_Original_4H,TIMEOUT,0.836,0.87,86.1417,-3.5034,-4.067,879.67,2025-07-04T12:00:00+00:00,25.61,44.75,0.04359,-0.981,-1.073,0.4545,0.909,-1,44.0,0.0,0.0,0.522,0.667,50.0,55.0,-1.0,0.6099,1,-4.0,0.0
2025-07-06T16:00:00+00:00,SUI/USDT,SHORT,V12_Original_4H,TIMEOUT,2.8755,2.8897,128.3962,-0.6341,-0.4938,1007.43,2025-07-04T20:00:00+00:00,29.96,50.76,0.029,1.555,-2.921,0.4883,0.72,-1,44.0,0.0,0.0,0.87,0.667,50.0,55.0,0.0,0.4976,1,1.0,0.0
2025-07-09T04:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,TIMEOUT,0.17094,0.17191,251.8582,-1.4292,-0.5675,675.44,2025-07-07T08:00:00+00:00,25.95,57.6,0.0205,2.653,-1.39,0.5246,0.813,-1,44.0,0.0,0.0,0.348,0.0,50.0,55.0,1.0,0.2121,1,-2.0,0.0
2025-07-09T04:00:00+00:00,XRP/USDT,SHORT,V12_Original_4H,SL,2.2862,2.33553,188.8937,-4.0758,-2.1577,860.26,2025-07-08T12:00:00+00:00,25.86,55.97,0.01438,1.996,3.325,0.4887,1.066,-1,16.0,0.0,0.0,0.522,0.167,50.0,55.0,1.0,0.3195,1,-1.0,0.0
2025-07-09T04:00:00+00:00,ETH/USDT,SHORT,V12_Original_4H,SL,2591.75,2646.721593,141.6703,-3.0049,-2.121,998.92,2025-07-09T00:00:00+00:00,26.48,58.86,0.01414,2.311,3.853,0.4939,0.709,-1,4.0,0.0,0.0,0.0,0.333,50.0,55.0,1.0,0.2036,1,-1.0,0.0
2025-07-09T08:00:00+00:00,XRP/USDT,SHORT,V12_Original_4H,SL,2.3316,2.379949,140.4736,-2.9129,-2.0736,558.98,2025-07-09T04:00:00+00:00,30.71,62.49,0.01382,3.42,5.028,0.5275,0.894,-1,4.0,0.0,0.0,0.174,0.333,50.0,55.0,1.0,0.0946,1,1.0,0.0
2025-07-09T16:00:00+00:00,ETH/USDT,SHORT,V12_Original_4H,SL,2624.86,2681.907194,249.7308,-5.4275,-2.1733,558.73,2025-07-09T04:00:00+00:00,28.36,64.35,0.01449,3.404,5.015,0.5275,1.233,-1,12.0,0.0,0.0,0.174,0.333,50.0,55.0,1.0,0.0083,1,1.0,0.0
2025-07-09T16:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.17191,0.176605,187.2981,-5.1153,-2.7311,740.91,2025-07-09T04:00:00+00:00,27.99,58.83,0.01821,2.513,-0.594,0.5275,0.756,-1,12.0,0.0,0.0,0.174,0.333,50.0,55.0,1.0,0.2854,1,1.0,0.0
2025-07-09T20:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.17692,0.181899,185.2283,-5.2133,-2.8145,596.78,2025-07-09T16:00:00+00:00,31.74,68.39,0.01876,4.835,2.23,0.7275,2.01,-1,4.0,0.0,0.0,0.696,0.333,50.0,55.0,1.0,-0.1111,1,1.0,0.0
2025-07-10T00:00:00+00:00,XRP/USDT,SHORT,V12_Original_4H,SL,2.3815,2.432631,139.7453,-3.0004,-2.147,388.51,2025-07-09T08:00:00+00:00,32.89,69.28,0.01431,5.23,6.948,0.5596,1.687,-1,16.0,0.0,0.0,0.348,0.333,50.0,55.0,1.0,-0.1691,1,2.0,0.0
2025-07-10T04:00:00+00:00,LINK/USDT,SHORT,V12_Original_4H,SL,14.01,14.388472,104.809,-2.8314,-2.7014,393.36,2025-07-09T12:00:00+00:00,25.17,63.37,0.01801,3.82,3.426,0.5608,2.042,-1,16.0,0.0,0.0,0.522,0.333,50.0,55.0,1.0,0.1353,1,-2.0,0.0
2025-07-10T04:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.6221,0.639733,138.9212,-3.9375,-2.8344,528.34,2025-07-09T16:00:00+00:00,26.67,73.89,0.0189,6.146,2.48,0.7275,1.865,-1,12.0,0.0,0.0,0.696,0.333,50.0,55.0,1.0,-0.1942,1,4.0,0.0
2025-07-10T16:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.18053,0.186375,111.896,-3.623,-3.2378,405.47,2025-07-09T20:00:00+00:00,34.45,73.45,0.02159,6.473,4.143,0.6744,3.093,-1,20.0,0.0,0.0,0.87,0.333,50.0,55.0,1.0,-0.2002,1,2.0,0.0
2025-07-10T16:00:00+00:00,NEAR/USDT,SHORT,V12_Original_4H,SL,2.339,2.411815,83.922,-2.6125,-3.1131,486.78,2025-07-09T20:00:00+00:00,25.5,72.11,0.02075,6.384,4.061,0.6744,1.449,-1,20.0,0.0,0.0,0.87,0.333,50.0,55.0,1.0,-0.0451,1,3.0,0.0
2025-07-10T16:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.628,0.646682,99.0646,-2.9469,-2.9748,582.89,2025-07-10T04:00:00+00:00,34.59,75.45,0.01983,6.302,3.314,0.6667,1.48,-1,12.0,0.0,0.0,0.174,0.5,50.0,55.0,1.0,0.0202,1,1.0,0.0
2025-07-10T20:00:00+00:00,AVAX/USDT,SHORT,V12_Original_4H,SL,19.5,20.063575,149.1946,-4.3119,-2.8901,390.79,2025-07-09T20:00:00+00:00,25.46,73.71,0.01927,6.752,3.804,0.6744,3.114,-1,24.0,0.0,0.0,0.87,0.333,50.0,55.0,1.0,-0.24,1,2.0,0.0
2025-07-10T20:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,SL,157.35,161.213455,97.1277,-2.3848,-2.4553,485.53,2025-07-10T00:00:00+00:00,25.05,70.3,0.01637,4.071,4.398,0.6584,0.792,-1,20.0,0.0,0.0,0.0,0.5,50.0,55.0,1.0,0.0129,1,1.0,0.0
2025-07-10T20:00:00+00:00,LINK/USDT,SHORT,V12_Original_4H,SL,14.4,14.796591,132.0861,-3.6378,-2.7541,613.98,2025-07-10T04:00:00+00:00,31.85,70.35,0.01836,5.56,5.828,0.6667,1.873,-1,16.0,0.0,0.0,0.174,0.5,50.0,55.0,1.0,0.0833,1,2.0,0.0
2025-07-10T20:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.18575,0.191488,145.7235,-4.5016,-3.0892,755.2,2025-07-10T16:00:00+00:00,44.73,77.0,0.02059,7.83,6.607,0.7501,1.999,-1,4.0,0.0,0.0,0.696,0.5,50.0,55.0,1.0,-0.0213,1,1.0,0.0
2025-07-10T20:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.6521,0.672393,109.2926,-3.4011,-3.1119,861.1,2025-07-10T16:00:00+00:00,41.27,81.09,0.02075,8.906,6.749,0.7501,2.357,-1,4.0,0.0,0.0,0.696,0.5,50.0,55.0,1.0,-0.0382,1,1.0,0.0
2025-07-11T04:00:00+00:00,SUI/USDT,SHORT,V12_Original_4H,SL,3.4139,3.529632,81.9695,-2.7788,-3.39,283.53,2025-07-10T16:00:00+00:00,34.19,88.71,0.0226,13.422,13.256,0.7501,2.458,-1,12.0,0.0,0.0,0.696,0.5,50.0,55.0,1.0,-0.1429,1,11.0,0.0
2025-07-11T04:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.6775,0.699429,68.114,-2.2047,-3.2368,349.44,2025-07-10T20:00:00+00:00,43.94,85.8,0.02158,11.838,10.143,0.8197,2.107,-1,8.0,0.0,0.0,0.87,0.5,50.0,55.0,1.0,-0.1276,1,2.0,0.0
2025-07-11T08:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.6992,0.722568,87.3605,-2.9196,-3.342,281.0,2025-07-11T04:00:00+00:00,49.16,88.54,0.02228,13.516,12.692,0.8463,2.373,-1,4.0,0.0,0.0,0.174,0.667,50.0,55.0,1.0,-0.0472,1,4.0,0.0
2025-07-11T12:00:00+00:00,LINK/USDT,SHORT,V12_Original_4H,SL,15.23,15.675561,161.4554,-4.7235,-2.9255,367.48,2025-07-10T20:00:00+00:00,38.59,80.64,0.0195,9.682,10.681,0.8197,2.813,-1,16.0,0.0,0.0,0.87,0.5,50.0,55.0,1.0,-0.1094,1,3.0,0.0
2025-07-11T12:00:00+00:00,AVAX/USDT,SHORT,V12_Original_4H,SL,20.7,21.311052,121.0916,-3.5746,-2.9519,485.0,2025-07-10T20:00:00+00:00,39.73,81.81,0.01968,10.52,9.1,0.8197,2.61,-1,16.0,0.0,0.0,0.87,0.5,50.0,55.0,1.0,-0.0988,1,2.0,0.0
2025-07-11T12:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.19507,0.201544,90.8187,-3.0139,-3.3186,572.81,2025-07-10T20:00:00+00:00,47.05,83.97,0.02212,11.754,10.959,0.8197,2.536,-1,16.0,0.0,0.0,0.87,0.5,50.0,55.0,1.0,-0.1846,1,2.0,0.0
2025-07-11T12:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.7277,0.75362,70.2505,-2.5022,-3.5619,640.55,2025-07-11T08:00:00+00:00,51.88,91.06,0.02375,16.24,15.951,0.8511,2.613,-1,4.0,0.0,0.0,0.348,0.667,50.0,55.0,1.0,-0.0938,1,5.0,0.0
2025-07-11T16:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.20121,0.208944,120.1038,-4.6165,-3.8437,318.16,2025-07-11T12:00:00+00:00,55.87,83.38,0.02562,12.487,13.187,0.7703,3.379,-1,4.0,0.0,0.0,0.522,0.667,50.0,55.0,1.0,0.0458,1,2.0,0.0
2025-07-11T20:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,TP,0.21171,0.197196,79.5406,5.4529,6.8555,323.62,2025-07-11T16:00:00+00:00,58.07,87.76,0.02742,16.168,17.319,0.7975,2.64,-1,4.0,0.0,0.0,0.696,0.667,50.0,55.0,1.0,-0.0633,1,3.0,0.0
2025-07-12T00:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.7375,0.736763,90.0778,0.0901,0.1,332.88,2025-07-11T12:00:00+00:00,54.63,91.73,0.0266,16.673,16.898,0.7703,4.343,-1,12.0,0.0,0.0,0.522,0.667,50.0,55.0,1.0,-0.0397,1,6.0,0.0
2025-07-12T16:00:00+00:00,SOL/USDT,SHORT,V12_Original_4H,TIMEOUT,164.34,160.71,215.2739,4.755,2.2088,469.69,2025-07-10T20:00:00+00:00,33.04,78.43,0.0179,7.235,8.205,0.8197,2.005,-1,44.0,0.0,0.0,0.87,0.5,50.0,55.0,1.0,-0.1076,1,2.0,0.0
2025-07-13T00:00:00+00:00,SUI/USDT,SHORT,V12_Original_4H,TIMEOUT,3.4846,3.4182,65.5204,1.2485,1.9055,419.04,2025-07-11T04:00:00+00:00,42.86,88.3,0.02408,13.443,14.567,0.8463,1.895,-1,44.0,0.0,0.0,0.174,0.667,50.0,55.0,1.0,0.0721,1,-1.0,0.0
2025-07-13T00:00:00+00:00,AVAX/USDT,SHORT,V12_Original_4H,SL,20.95,20.92905,160.1384,0.1601,0.1,579.33,2025-07-11T12:00:00+00:00,50.32,79.98,0.02097,9.919,9.797,0.7703,1.686,-1,36.0,0.0,0.0,0.522,0.667,50.0,55.0,1.0,0.1171,1,-1.0,0.0
2025-07-13T04:00:00+00:00,ADA/USDT,SHORT,V12_Original_4H,SL,0.7289,0.728171,83.2199,0.0832,0.1,517.8,2025-07-12T00:00:00+00:00,56.4,75.03,0.03177,13.945,15.455,0.7577,1.014,-1,28.0,0.0,0.0,0.0,0.833,50.0,55.0,1.0,0.1547,1,1.0,0.0
2025-07-13T08:00:00+00:00,NEAR/USDT,SHORT,V12_Original_4H,TIMEOUT,2.549,2.527,67.5584,0.5831,0.8631,585.94,2025-07-11T12:00:00+00:00,47.34,76.31,0.02407,10.499,11.156,0.7703,1.717,-1,44.0,0.0,0.0,0.522,0.667,50.0,55.0,1.0,0.1293,1,-1.0,0.0
2025-07-13T12:00:00+00:00,DOGE/USDT,SHORT,V12_Original_4H,SL,0.20103,0.200829,80.9039,0.0809,0.1,666.93,2025-07-11T20:00:00+00:00,59.06,68.1,0.0323,11.255,12.798,0.7513,1.174,-1,40.0,0.0,0.0,0.87,0.667,50.0,55.0,1.0,0.1839,1,-1.0,0.0
2025-07-14T04:00:00+00:00,SOL/USDT,LONG,V12_Original_4H,TP,160.71,168.596901,117.4222,5.7625,4.9075,790.11,2025-07-12T16:00:00+00:00,39.3,54.78,0.01963,2.916,5.369,0.7098,0.503,1,36.0,0.0,0.0,0.696,0.833,50.0,55.0,0.0,0.4867,1,1.0,0.0
