close_time,symbol,side,strategy,reason,entry_price,exit_price,amount,pnl,pnl_pct,balance,entry_time,adx,rsi,atr_pct,ema50_dist_pct,ema200_dist_pct,btc_corr_4c,volume_ratio,side_int,hold_hours,funding_rate,oi_change_pct,hour_of_day,day_of_week,fear_greed,btc_dominance,market_regime,bb_position,macd_hist_norm,consec_candles,news_sentiment
2025-05-01T08:00:00+00:00,ETH/USDT,SHORT,V14_Radical_4H,SL,1786.69,1829.973791,78.198,-1.8944,-2.4226,310.9,2025-04-30T16:00:00+00:00,21.94,48.38,0.02019,0.923,0.803,0.4893,0.838,-1,16.0,0.0,0.0,0.696,0.333,50.0,55.0,0.0,0.7029,1,1.0,0.0
2025-05-01T12:00:00+00:00,BTC/USDT,LONG,V14_Radical_4H,TP,94004.63,97177.511515,216.5511,7.3091,3.3752,457.03,2025-04-30T12:00:00+00:00,22.42,47.9,0.01125,0.971,6.395,0.479,2.846,1,24.0,0.0,0.0,0.522,0.333,50.0,55.0,0.0,0.7637,1,-1.0,0.0
2025-05-01T16:00:00+00:00,DOGE/USDT,LONG,V14_Radical_4H,TP,0.16975,0.183073,91.3575,7.1701,7.8484,441.3,2025-04-30T12:00:00+00:00,22.86,35.82,0.02616,-3.566,-0.555,0.479,2.592,1,28.0,0.0,0.0,0.522,0.333,50.0,55.0,-1.0,1.1848,-1,-1.0,0.0
2025-05-02T04:00:00+00:00,LINK/USDT,LONG,V14_Radical_4H,SL,14.13,14.568803,162.4133,5.0437,3.1055,498.43,2025-04-30T12:00:00+00:00,26.3,37.36,0.02588,-2.719,1.688,0.479,2.349,1,40.0,0.0,0.0,0.522,0.333,50.0,55.0,-1.0,1.1096,1,-1.0,0.0
2025-05-02T04:00:00+00:00,AVAX/USDT,LONG,V14_Radical_4H,SL,20.92,21.60328,121.81,3.9785,3.2662,624.22,2025-04-30T12:00:00+00:00,20.32,36.91,0.02722,-3.415,2.548,0.479,2.554,1,40.0,0.0,0.0,0.522,0.333,50.0,55.0,-1.0,1.2179,-1,-1.0,0.0
2025-05-02T08:00:00+00:00,XRP/USDT,LONG,V14_Radical_4H,TIMEOUT,2.1581,2.2151,68.5181,1.8097,2.6412,421.45,2025-04-30T12:00:00+00:00,20.41,36.51,0.02176,-2.676,-1.284,0.479,2.515,1,44.0,0.0,0.0,0.522,0.333,50.0,55.0,-1.0,1.098,1,-1.0,0.0
2025-05-03T04:00:00+00:00,ADA/USDT,LONG,V14_Radical_4H,TIMEOUT,0.7069,0.6992,77.7244,-0.8466,-1.0893,498.33,2025-05-01T08:00:00+00:00,25.64,54.13,0.0228,1.98,4.266,0.6216,0.862,1,44.0,0.0,0.0,0.348,0.5,50.0,55.0,0.0,0.3853,-1,3.0,0.0
2025-05-03T08:00:00+00:00,BTC/USDT,LONG,V14_Radical_4H,TIMEOUT,96854.3,95942.02,114.2584,-1.0762,-0.9419,611.51,2025-05-01T12:00:00+00:00,20.72,65.53,0.01099,3.407,8.715,0.6553,2.237,1,44.0,0.0,0.0,0.522,0.5,50.0,55.0,1.0,-0.1871,1,6.0,0.0
2025-05-03T08:00:00+00:00,AVAX/USDT,LONG,V14_Radical_4H,SL,21.27,20.623118,117.0417,-3.5596,-3.0413,725.0,2025-05-02T04:00:00+00:00,23.29,45.15,0.02534,-1.319,3.718,0.5877,0.717,1,28.0,0.0,0.0,0.174,0.667,50.0,55.0,0.0,0.6727,-1,-1.0,0.0
2025-05-03T12:00:00+00:00,DOGE/USDT,LONG,V14_Radical_4H,TIMEOUT,0.18066,0.17854,110.3257,-1.2946,-1.1735,414.89,2025-05-01T16:00:00+00:00,22.64,57.21,0.02274,2.576,5.303,0.6258,0.942,1,44.0,0.0,0.0,0.696,0.5,50.0,55.0,1.0,0.1825,-1,5.0,0.0
2025-05-03T16:00:00+00:00,LINK/USDT,LONG,V14_Radical_4H,SL,14.56,14.161516,156.0556,-4.271,-2.7368,566.67,2025-05-02T04:00:00+00:00,23.58,46.73,0.02281,-0.061,4.084,0.5877,0.974,1,36.0,0.0,0.0,0.174,0.667,50.0,55.0,0.0,0.6376,-0.5493,-1.0,0.0
2025-05-04T04:00:00+00:00,SUI/USDT,LONG,V14_Radical_4H,SL,3.3211,3.194945,141.6682,-5.3814,-3.7986,561.29,2025-05-03T16:00:00+00:00,20.96,37.82,0.03165,-1.889,14.602,0.5477,0.716,1,12.0,0.0,0.0,0.696,0.833,50.0,55.0,-1.0,0.842,-1,-4.0,0.0
2025-05-04T08:00:00+00:00,AVAX/USDT,LONG,V14_Radical_4H,SL,20.7,20.10287,135.9366,-3.9213,-2.8847,552.98,2025-05-03T08:00:00+00:00,20.51,38.64,0.02404,-3.565,0.863,0.5166,0.949,1,24.0,0.0,0.0,0.348,0.833,50.0,55.0,-1.0,0.921,-1,-3.0,0.0
2025-05-04T16:00:00+00:00,PEPE/USDT,LONG,V14_Radical_4H,SL,8e-06,8e-06,101.9524,-3.5778,-3.5093,331.66,2025-05-03T08:00:00+00:00,20.04,36.41,0.02924,-4.512,3.286,0.5166,0.691,1,32.0,0.0,0.0,0.348,0.833,50.0,55.0,-1.0,1.0849,-0.0006,-3.0,0.0
2025-05-04T20:00:00+00:00,BTC/USDT,LONG,V14_Radical_4H,SL,95942.02,94870.706539,181.2488,-2.0239,-1.1166,427.97,2025-05-03T08:00:00+00:00,22.59,51.66,0.00931,1.347,6.953,0.5166,0.899,1,36.0,0.0,0.0,0.348,0.833,50.0,55.0,0.0,0.4916,1,-5.0,0.0
2025-05-05T00:00:00+00:00,LINK/USDT,LONG,V14_Radical_4H,SL,14.1,13.786017,103.6845,-2.3089,-2.2268,529.35,2025-05-04T12:00:00+00:00,20.62,38.11,0.01856,-2.659,0.575,0.4668,0.589,1,12.0,0.0,0.0,0.522,1.0,50.0,55.0,-1.0,0.8583,-1,1.0,0.0
2025-05-05T08:00:00+00:00,AVAX/USDT,LONG,V14_Radical_4H,SL,20.08,19.552172,138.246,-3.634,-2.6286,432.37,2025-05-04T08:00:00+00:00,27.12,32.06,0.02191,-5.706,-2.18,0.4621,0.743,1,24.0,0.0,0.0,0.348,1.0,50.0,55.0,-1.0,0.9746,-1,-5.0,0.0
2025-05-05T08:00:00+00:00,NEAR/USDT,LONG,V14_Radical_4H,SL,2.324,2.326324,82.9162,0.0829,0.1,515.37,2025-05-04T16:00:00+00:00,21.27,30.07,0.02485,-6.522,-6.073,0.4796,1.119,1,16.0,0.0,0.0,0.696,1.0,50.0,55.0,-1.0,1.0132,-1,-4.0,0.0
2025-05-05T08:00:00+00:00,LINK/USDT,LONG,V14_Radical_4H,SL,14.12,13.796119,99.2529,-2.2766,-2.2938,612.35,2025-05-05T04:00:00+00:00,23.69,43.12,0.01911,-1.984,0.73,0.4344,0.633,1,4.0,0.0,0.0,0.174,0.0,50.0,55.0,-1.0,0.681,-1,2.0,0.0
2025-05-05T12:00:00+00:00,BTC/USDT,LONG,V14_Radical_4H,SL,94761.91,93756.952778,132.3373,-1.4034,-1.0605,590.19,2025-05-05T04:00:00+00:00,20.94,43.44,0.00884,-0.145,5.119,0.4344,1.109,1,8.0,0.0,0.0,0.174,0.0,50.0,55.0,-1.0,0.8424,0.8448,1.0,0.0
2025-05-06T00:00:00+00:00,SUI/USDT,LONG,V14_Radical_4H,SL,3.2112,3.336473,140.3229,5.4742,3.9011,394.78,2025-05-04T04:00:00+00:00,24.47,31.73,0.03251,-4.944,11.287,0.5044,0.957,1,44.0,0.0,0.0,0.174,1.0,50.0,55.0,-1.0,0.9305,-1,-2.0,0.0
2025-05-06T08:00:00+00:00,WIF/USDT,LONG,V14_Radical_4H,SL,0.553,0.524266,77.7634,-4.0406,-5.196,369.81,2025-05-04T12:00:00+00:00,20.46,35.33,0.0433,-7.056,5.733,0.4668,1.371,1,44.0,0.0,0.0,0.522,1.0,50.0,55.0,-1.0,0.8985,-1,-6.0,0.0
2025-05-06T08:00:00+00:00,LINK/USDT,LONG,V14_Radical_4H,SL,13.64,13.296652,110.6613,-2.7856,-2.5172,477.69,2025-05-05T16:00:00+00:00,26.36,34.31,0.02098,-4.947,-2.683,0.4259,0.817,1,16.0,0.0,0.0,0.696,0.0,50.0,55.0,-1.0,0.8962,-1,1.0,0.0
2025-05-06T08:00:00+00:00,DOGE/USDT,LONG,V14_Radical_4H,SL,0.1698,0.16574,98.6962,-2.3597,-2.3908,574.02,2025-05-06T00:00:00+00:00,22.88,37.73,0.01992,-3.125,-1.352,0.4404,1.149,1,8.0,0.0,0.0,0.0,0.167,50.0,55.0,-1.0,0.7966,-1,-2.0,0.0
2025-05-06T16:00:00+00:00,XRP/USDT,SHORT,V14_Radical_4H,SL,2.0903,2.134353,143.5059,-3.0244,-2.1075,382.65,2025-05-06T08:00:00+00:00,20.28,33.06,0.01756,-4.383,-4.501,0.3921,1.298,-1,8.0,0.0,0.0,0.348,0.167,50.0,55.0,-1.0,0.9806,-1,-4.0,0.0
2025-05-06T20:00:00+00:00,NEAR/USDT,SHORT,V14_Radical_4H,SL,2.338,2.335662,153.0866,0.1531,0.1,440.23,2025-05-05T08:00:00+00:00,25.54,36.73,0.02487,-5.066,-5.238,0.3842,0.944,-1,36.0,0.0,0.0,0.348,0.0,50.0,55.0,-1.0,0.8156,-1,-1.0,0.0
