close_time,symbol,side,reason,entry_price,exit_price,amount,pnl,pnl_pct,balance,entry_time,adx,rsi,atr_pct
2026-03-25T12:18:57.728157+00:00,ADA/USDT,LONG,SL,0.2745,0.27320586668420455,88.6522,-0.418,-0.47,791.82,2026-03-25T12:15:43.557659+00:00,35.8,75.3,0.00471
2026-03-25T12:23:26.906896+00:00,PEPE/USDT,LONG,SL,3.56e-06,3.534513063889077e-06,105.1256,-0.7526,-0.72,676.46,2026-03-25T11:48:08.721098+00:00,25.8,64.6,0.00716
2026-03-25T12:23:27.182647+00:00,AVAX/USDT,LONG,SL,9.74,9.700664533851823,88.1714,-0.3561,-0.4,764.28,2026-03-25T12:17:19.315946+00:00,28.9,76.1,0.00404
2026-03-25T12:27:24.101480+00:00,AVAX/USDT,LONG,SL,9.7,9.704849999999999,114.6418,0.0573,0.05,666.89,2026-03-25T12:23:29.274179+00:00,28.9,76.1,0.00406
2026-03-25T12:30:43.942913+00:00,PEPE/USDT,LONG,SL,3.53e-06,3.531765e-06,97.4455,0.0487,0.05,579.32,2026-03-25T12:23:30.515489+00:00,19.5,59.5,0.00721
2026-03-25T12:52:45.911530+00:00,ADA/USDT,LONG,SL,0.273,0.2731365,100.9571,0.0505,0.05,593.43,2026-03-25T12:19:00.153765+00:00,35.8,75.3,0.00474
2026-03-25T12:55:55.304829+00:00,DOGE/USDT,LONG,TP,0.09679,0.09737022259788349,118.7731,0.712,0.6,623.9,2026-03-25T12:18:59.549750+00:00,25.4,58.4,0.004
2026-03-25T12:55:55.858774+00:00,BTC/USDT,SHORT,SL,71300.63,71542.07851242767,85.0285,-0.2879,-0.34,708.64,2026-03-25T12:30:13.097208+00:00,46.1,40.2,0.00339
2026-03-25T12:55:56.135951+00:00,ETH/USDT,SHORT,SL,2168.68,2177.379022285659,86.8984,-0.3486,-0.4,795.19,2026-03-25T12:30:44.806332+00:00,42.8,33.4,0.00401
2026-03-25T12:57:37.977270+00:00,WIF/USDT,LONG,SL,0.2,0.2001,101.3871,0.0507,0.05,675.96,2026-03-25T12:55:59.565946+00:00,38.7,58.3,0.00843
2026-03-25T12:58:45.538181+00:00,WIF/USDT,LONG,SL,0.2,0.2001,101.3947,0.0507,0.05,676.02,2026-03-25T12:57:40.796802+00:00,38.7,58.3,0.00843
2026-03-25T13:05:09.400461+00:00,WIF/USDT,LONG,SL,0.2,0.2001,101.4023,0.0507,0.05,589.87,2026-03-25T12:58:48.357605+00:00,38.7,58.3,0.00843
2026-03-25T13:05:09.676694+00:00,BTC/USDT,LONG,SL,71694.19,71730.03709499999,86.1919,0.0431,0.05,676.11,2026-03-25T13:00:27.053665+00:00,18.0,59.7,0.00381
2026-03-25T13:08:49.603801+00:00,DOGE/USDT,LONG,SL,0.09754,0.09758876999999999,119.2789,0.0596,0.05,607.83,2026-03-25T12:55:57.986425+00:00,28.2,52.2,0.00439
2026-03-25T13:10:55.227114+00:00,ADA/USDT,LONG,TP,0.2731,0.27531320357315847,89.0148,0.7214,0.81,606.39,2026-03-25T12:52:47.985271+00:00,40.8,60.2,0.0054
2026-03-25T13:22:59.337404+00:00,DOGE/USDT,LONG,SL,0.09765,0.09769882499999999,90.9584,0.0455,0.05,606.43,2026-03-25T13:10:56.690949+00:00,20.7,69.2,0.00474
2026-03-25T13:31:23.055593+00:00,AVAX/USDT,LONG,TP,9.7,9.759003199222265,100.0336,0.6085,0.61,616.11,2026-03-25T12:27:25.921479+00:00,28.9,76.1,0.00406
2026-03-25T13:34:12.031995+00:00,BTC/USDT,LONG,SL,71720.01,71755.87000499999,101.4163,0.0507,0.05,717.58,2026-03-25T13:05:09.976668+00:00,18.0,59.7,0.00381
2026-03-25T13:43:12.405358+00:00,XRP/USDT,LONG,SL,1.4235,1.42421175,90.9652,0.0455,0.05,808.59,2026-03-25T13:22:59.667244+00:00,19.4,54.4,0.0042
